date,farm_id,weight
2019-12-12,Farm 15,7692
2019-12-12,Farm 16,14201
2019-12-12,Farm 17,3487
2019-12-13,Farm 3,8350
2019-12-13,Farm 4,14293
2019-12-13,Farm 5,13392
2019-12-13,Farm 8,7050
2019-12-13,Farm 9,5138
2019-12-13,Farm 12,9712
2019-12-13,Farm 13,4818
2019-12-13,Farm 14,7153
2019-12-13,Farm 15,16085
2019-12-13,Farm 17,4176
2019-12-14,Farm 3,3167
2019-12-14,Farm 4,12368
2019-12-14,Farm 5,2079
2019-12-14,Farm 6,11519
2019-12-14,Farm 7,8473
2019-12-14,Farm 8,10221
2019-12-14,Farm 9,9707
2019-12-14,Farm 10,7029
2019-12-14,Farm 11,5337
2019-12-14,Farm 12,13854
2019-12-14,Farm 13,2821
2019-12-14,Farm 14,2709
2019-12-14,Farm 15,14839
2019-12-14,Farm 16,5409
2019-12-14,Farm 17,5955
2019-12-15,Farm 3,7405
2019-12-15,Farm 4,10224
2019-12-15,Farm 5,9029
2019-12-15,Farm 8,7994
2019-12-15,Farm 9,4985
2019-12-15,Farm 12,3327
2019-12-15,Farm 13,16481
2019-12-15,Farm 14,5081
2019-12-15,Farm 15,5646
2019-12-15,Farm 17,17393
2019-12-16,Farm 3,6417
2019-12-16,Farm 4,17376
2019-12-16,Farm 5,15872
2019-12-16,Farm 6,12382
2019-12-16,Farm 7,16533
2019-12-16,Farm 8,15333
2019-12-16,Farm 9,6177
2019-12-16,Farm 10,6707
2019-12-16,Farm 11,7495
2019-12-16,Farm 12,15876
2019-12-16,Farm 13,12035
2019-12-16,Farm 14,14958
2019-12-16,Farm 15,9796
2019-12-16,Farm 16,15299
2019-12-16,Farm 17,11007
2019-12-17,Farm 3,3260
2019-12-17,Farm 4,13739
2019-12-17,Farm 5,7461
2019-12-17,Farm 8,16307
2019-12-17,Farm 9,7385
2019-12-17,Farm 12,11332
2019-12-17,Farm 13,6933
2019-12-17,Farm 14,17729
2019-12-17,Farm 15,12563
2019-12-17,Farm 17,13682
2019-12-18,Farm 3,10257
2019-12-18,Farm 4,15175
2019-12-18,Farm 5,13697
2019-12-18,Farm 6,15483
2019-12-18,Farm 7,12429
2019-12-18,Farm 8,17927
2019-12-18,Farm 9,14635
2019-12-18,Farm 10,3417
2019-12-18,Farm 11,13903
2019-12-18,Farm 12,16163
2019-12-18,Farm 13,14476
2019-12-18,Farm 14,6776
2019-12-18,Farm 15,7514
2019-12-18,Farm 16,2856
2019-12-18,Farm 17,13820
2019-12-19,Farm 3,14045
2019-12-19,Farm 4,16559
2019-12-19,Farm 5,12467
2019-12-19,Farm 8,5053
2019-12-19,Farm 9,17023
2019-12-19,Farm 12,6650
2019-12-19,Farm 13,12945
2019-12-19,Farm 14,4708
2019-12-19,Farm 15,9260
2019-12-19,Farm 17,17328
2019-12-20,Farm 3,10569
2019-12-20,Farm 4,8524
2019-12-20,Farm 5,12488
2019-12-20,Farm 6,12386
2019-12-20,Farm 7,6544
2019-12-20,Farm 8,15480
2019-12-20,Farm 9,5415
2019-12-20,Farm 10,9117
2019-12-20,Farm 11,13712
2019-12-20,Farm 12,16859
2019-12-20,Farm 13,9700
2019-12-20,Farm 14,11208
2019-12-20,Farm 15,4633
2019-12-20,Farm 16,15681
2019-12-20,Farm 17,6981
2019-12-21,Farm 3,17235
2019-12-21,Farm 4,7182
2019-12-21,Farm 5,5688
2019-12-21,Farm 8,17004
2019-12-21,Farm 9,17433
2019-12-21,Farm 12,10695
2019-12-21,Farm 13,4161
2019-12-21,Farm 14,15364
2019-12-21,Farm 15,7118
2019-12-21,Farm 17,16997
2019-12-22,Farm 3,9454
2019-12-22,Farm 4,10831
2019-12-22,Farm 5,12078
2019-12-22,Farm 6,16238
2019-12-22,Farm 7,15337
2019-12-22,Farm 8,12270
2019-12-22,Farm 9,5507
2019-12-22,Farm 10,3647
2019-12-22,Farm 11,3356
2019-12-22,Farm 12,4382
2019-12-22,Farm 13,10990
2019-12-22,Farm 14,12439
2019-12-22,Farm 15,14556
2019-12-22,Farm 16,5018
2019-12-22,Farm 17,12020
2019-12-23,Farm 3,7954
2019-12-23,Farm 4,3096
2019-12-23,Farm 5,13842
2019-12-23,Farm 8,6865
2019-12-23,Farm 9,8387
2019-12-23,Farm 12,13473
2019-12-23,Farm 13,3355
2019-12-23,Farm 14,3810
2019-12-23,Farm 15,5911
2019-12-23,Farm 17,12633
2019-12-24,Farm 3,10210
2019-12-24,Farm 4,5674
2019-12-24,Farm 5,12704
2019-12-24,Farm 6,5500
2019-12-24,Farm 7,15032
2019-12-24,Farm 8,3165
2019-12-24,Farm 9,6277
2019-12-24,Farm 10,10589
2019-12-24,Farm 11,9684
2019-12-24,Farm 12,4367
2019-12-24,Farm 13,9020
2019-12-24,Farm 14,4813
2019-12-24,Farm 15,6441
2019-12-24,Farm 16,16498
2019-12-24,Farm 17,8419
2019-12-25,Farm 3,16734
2019-12-25,Farm 4,10339
2019-12-25,Farm 5,9009
2019-12-25,Farm 8,13300
2019-12-25,Farm 9,13187
2019-12-25,Farm 12,5071
2019-12-25,Farm 13,6913
2019-12-25,Farm 14,3701
2019-12-25,Farm 15,17679
2019-12-25,Farm 17,9004
2019-12-26,Farm 3,3142
2019-12-26,Farm 4,5450
2019-12-26,Farm 5,10614
2019-12-26,Farm 6,10518
2019-12-26,Farm 7,6166
2019-12-26,Farm 8,17935
2019-12-26,Farm 9,16310
2019-12-26,Farm 10,4118
2019-12-26,Farm 11,10008
2019-12-26,Farm 12,16262
2019-12-26,Farm 13,6740
2019-12-26,Farm 14,14771
2019-12-26,Farm 15,10036
2019-12-26,Farm 16,10649
2019-12-26,Farm 17,13698
2019-12-27,Farm 3,2765
2019-12-27,Farm 4,16529
2019-12-27,Farm 5,6793
2019-12-27,Farm 8,5018
2019-12-27,Farm 9,12870
2019-12-27,Farm 12,12180
2019-12-27,Farm 13,6174
2019-12-27,Farm 14,13449
2019-12-27,Farm 15,3810
2019-12-27,Farm 17,14883
2019-12-28,Farm 3,17803
2019-12-28,Farm 4,5337
2019-12-28,Farm 5,17790
2019-12-28,Farm 6,9254
2019-12-28,Farm 7,17212
2019-12-28,Farm 8,4193
2019-12-28,Farm 9,6096
2019-12-28,Farm 10,3711
2019-12-28,Farm 11,2427
2019-12-28,Farm 12,13596
2019-12-28,Farm 13,5224
2019-12-28,Farm 14,17731
2019-12-28,Farm 15,15852
2019-12-28,Farm 16,4073
2019-12-28,Farm 17,13360
2019-12-29,Farm 3,10705
2019-12-29,Farm 4,9840
2019-12-29,Farm 5,8531
2019-12-29,Farm 8,5018
2019-12-29,Farm 9,13342
2019-12-29,Farm 12,11739
2019-12-29,Farm 13,3057
2019-12-29,Farm 14,8721
2019-12-29,Farm 15,4033
2019-12-29,Farm 17,15054
2019-12-30,Farm 3,15058
2019-12-30,Farm 4,5628
2019-12-30,Farm 5,7304
2019-12-30,Farm 6,15145
2019-12-30,Farm 7,10644
2019-12-30,Farm 8,2221
2019-12-30,Farm 9,11756
2019-12-30,Farm 10,16903
2019-12-30,Farm 11,14466
2019-12-30,Farm 12,15989
2019-12-30,Farm 13,6271
2019-12-30,Farm 14,17533
2019-12-30,Farm 15,2957
2019-12-30,Farm 16,8089
2019-12-30,Farm 17,12993
2019-12-31,Farm 3,16253
2019-12-31,Farm 4,2053
2019-12-31,Farm 5,14507
2019-12-31,Farm 8,6344
2019-12-31,Farm 9,2588
2019-12-31,Farm 12,3615
2019-12-31,Farm 13,5599
2019-12-31,Farm 14,14302
2019-12-31,Farm 15,15112
2019-12-31,Farm 17,7067
